"Var1","Freq"
"一一",5
"一九九八年",1
"一九九四年",2
"一二年",1
"一人",5
"一八",3
"一下",17
"一口",1
"一口氣",1
"一大堆",1
"一大截",2
"一切",209
"一天",2
"一天兩天",2
"一文",2
"一方",1
"一方面",3
"一日",8
"一月",1
"一片",1
"一出",2
"一半",1
"一半左右",1
"一句",2
"一只",1
"一旦",4
"一件",5
"一任",1
"一份",6
"一再",2
"一同",5
"一名",3
"一年",5
"一曲",2
"一次",8
"一位",8
"一局",2
"一役",6
"一投",1
"一步",6
"一事",10
"一事無成",2
"一些",7
"一兩天",1
"一到",1
"一定",92
"一念間",1
"一直",21
"一亮",1
"一度",3
"一段時間",3
"一致",4
"一致同意",1
"一致性",1
"一面倒",3
"一個",69
"一個月",5
"一個半",1
"一家親",43
"一席",2
"一旁",1
"一時",5
"一時之選",2
"一般",4
"一般而言",1
"一起",26
"一陣",1
"一陣子",3
"一乾二淨",1
"一副",2
"一唱",1
"一條",2
"一票",4
"一途",1
"一部",1
"一部分",2
"一場",5
"一期",1
"一款",2
"一週",1
"一搏",1
"一溪",1
"一萬元",1
"一路",1
"一路打",1
"一路領先",1
"一較高下",1
"一對",1
"一對一",4
"一種",6
"一樣",40
"一盤",1
"一篇",2
"一趟",1
"一輪",1
"一戰",2
"一諾",1
"一環",1
"一舉",1
"一顆",1
"一點",11
"一職",5
"一關",1
"丁今",1
"丁回",4
"丁守中",178
"丁近",1
"丁則",1
"丁恐成",1
"丁僅",1
"丁認",3
"丁說",1
"丁還",1
"七十一歲",1
"七日",4
"七月",1
"七年",3
"七成",6
"七星",2
"七個",2
"七家",1
"七組",1
"七萬",1
"七萬戶",1
"七點",1
"九十度",1
"九日",1
"九成",2
"了不起",4
"了問",1
"了連",1
"了解",30
"二人",1
"二十",1
"二十七日",1
"二十九日",1
"二十二日",1
"二十八日",2
"二十四年",2
"二三萬",1
"二千",1
"二天",1
"二日",3
"二年",1
"二次",1
"二度",1
"二個月",2
"二場",1
"二階",1
"二擇",1
"人人",1
"人人自危",1
"人口",6
"人口比例",2
"人士",55
"人工",1
"人才",3
"人才濟濟",1
"人中",1
"人今",1
"人心",1
"人比",1
"人民",8
"人生",2
"人全",2
"人向",1
"人均",5
"人來",2
"人物",19
"人持",1
"人活",2
"人員",5
"人家",6
"人恐",1
"人格特質",2
"人氣",7
