"Var1","Freq"
"一一",1
"一人",1
"一八",2
"一下",12
"一口",1
"一口氣",2
"一大堆",1
"一公托",2
"一切",1
"一天",4
"一天到晚",1
"一支",2
"一方面",1
"一日",1
"一月底",3
"一仗",1
"一出",1
"一半",1
"一台",5
"一旦",3
"一任",1
"一份",1
"一再",1
"一同",10
"一字排開",3
"一年",1
"一年多來",1
"一次",5
"一位",3
"一改",1
"一束",1
"一步",4
"一系列",1
"一里",1
"一事",4
"一些",5
"一兩天",1
"一刻",4
"一周",2
"一命",1
"一定",35
"一枝獨秀",2
"一波",1
"一狗衝",1
"一直",21
"一股",1
"一度",2
"一段",1
"一段時間",4
"一致",1
"一軍不選",2
"一首",1
"一個",23
"一個月",1
"一套",1
"一家",1
"一家親",2
"一座",1
"一時",1
"一校",2
"一般",2
"一草一木",1
"一起",14
"一陣",1
"一區",1
"一國",1
"一敗塗地",2
"一瓶",1
"一貫",1
"一場",5
"一棒",4
"一絲",1
"一塊",1
"一搏",3
"一新",3
"一群",1
"一萬",1
"一路",1
"一種",9
"一鳴驚人",2
"一模一樣",1
"一樣",16
"一窮二白",1
"一課",1
"一戰",2
"一環",4
"一點",5
"一職",2
"一攤",2
"丁丁",27
"丁守中",427
"丁受",1
"丁會",1
"丁對",2
"丁認",1
"丁說",3
"七年",1
"乃至",1
"乃至於",1
"了不起",1
"了然",1
"了嗎",1
"了解",9
"二人",2
"二十八日",1
"二月",2
"二代",1
"二度",2
"人口老化",1
"人口減少",1
"人士",19
"人才",13
"人文",2
"人文景觀",1
"人民",10
"人生",2
"人次",1
"人均",4
"人事",1
"人事管理",1
"人來瘋",1
"人性",1
"人放",1
"人放話",4
"人物",7
"人狗互",2
"人帥贏",1
"人要",3
"人家",3
"人格",3
"人格特質",1
"人氣",8
"人站",2
"人參",1
"人情",1
"人笨到",1
"人會",1
"人認",5
"人數",7
"人緣",1
"人學",1
"人選",54
"人幫",1
"人還",1
"入關",1
"八月",1
"八年",3
"力抗",1
"力求",1
"力爭",1
"力挺",12
"力挺前",1
"力量",9
"十一月",1
"十九日",1
"十八日",1
"十年磨一劍",1
"十足",1
"三人",1
"三十一日",2
"三千多",1
"三月",1
"三月初",2
"三代",1
"三四年",1
"三年",2
"三至",1
"三位",3
"三足鼎立",1
"三個",3
"三強",1
"三讀",2
"三讀通過",1
"上午",59
"上手",1
"上半年",1
"上台",3
"上市公司",1
"上任",3
"上次",6
"上衣",1
"上周",5
"上周四",1
"上屆",4
"上述",1
"上面",2
"上海",1
"上班",4
"上班族",1
"上能",1
"上陣",5
"上報",2
"上演",1
"下午",15
"下令",1
"下去",2
"下台",1
"下來",2
"下定決心",1
"下屆",4
"下降",3
"下個月",1
"下挫",1
"下滑",7
"亡黨",2
"千餘",1
"千磨",1
"口中",1
"口水戰",1
"口氣",1
"口袋",1
"口罩",2
"土地",2
"士氣",2
"大力",1
"大小",2
"大方",1
"大甲鎮",1
"大安",1
"大安區",1
"大老",3
"大老級",1
"大位",3
"大局",1
"大肚量",3
"大佳",2
"大兒子",1
"大於",2
"大門",1
"大型",1
"大洋",1
"大約",3
"大家",40
"大振",2
"大氣",1
"大笑",1
"大馬路",2
"大動干戈",1
"大將",1
"大專",1
"大票",2
"大部分",1
"大喊",1
"大幅",5
"大勢",1
"大會",7
"大概",2
"大路",1
"大運",2
"大蒜",1
"大增",1
"大學",3
"大學生",1
"大學教授",1
"大戰",1
"大選",1
"大頭貼",1
"大膽",1
"大權",1
"子才",3
"小二",1
"小五",1
"小平",6
"小兒子",1
"小姐",1
"小孩",1
"小看",1
"小時",1
"小強",8
"小組",6
"小組長",1
"小勝",1
"小蔣",1
"小學",1
"小雞",2
"小覷",2
"山海關",2
"山窮水盡",1
"工作",5
"工會",1
"已不站",1
"已決",1
"已故",3
"已眾",1
"已然",1
"已勤",1
"已經",13
"已達",1
"已趨",1
"才剛",1
"才能",9
"才問",1
"不大",1
"不已",2
"不公",2
"不分",3
"不分上下",3
"不切實際",1
"不太",1
"不少",10
"不比",1
"不以",4
"不以己",4
"不出",2
"不失",2
"不必",2
"不必要",2
"不用",3
"不合理",1
"不同",1
"不好",1
"不利",2
"不見",1
"不言而喻",1
"不足",1
"不佳",1
"不到",7
"不知",3
"不肯",2
"不急",1
"不畏",4
"不要",31
