"Var1","Freq"
"一九九四年",1
"一八",4
"一下",2
"一口氣",2
"一切",1
"一天",2
"一方",1
"一日",2
"一月",2
"一出",3
"一半",5
"一句",2
"一台",5
"一任",5
"一同",1
"一名",4
"一向",3
"一年",2
"一早",1
"一次",2
"一位",3
"一事",5
"一些",1
"一定",26
"一屆",1
"一波",1
"一直",10
"一度",4
"一架",1
"一段時間",1
"一致",2
"一個",13
"一套",1
"一家親",2
"一旁",1
"一時之選",1
"一般",1
"一起",10
"一陣",1
"一區",1
"一敗塗地",2
"一貫",1
"一場",4
"一項項",1
"一搏",1
"一新",1
"一群",1
"一團",1
"一幕",1
"一模一樣",1
"一樣",12
"一輩",1
"一輩子",1
"一戰",2
"一環",2
"一聲",2
"一顆",1
"一點",3
"一癱",1
"丁丁",19
"丁只",1
"丁未",1
"丁守中",189
"丁認",1
"七十五",1
"九席",1
"了嗎",1
"了解",7
"二十年",3
"二年",1
"二度",2
"人人自危",1
"人三不五時",2
"人口比例",1
"人士",11
"人才",6
"人民",4
"人用",1
"人形",1
"人來",1
"人放",1
"人物",3
"人家",3
"人氣",1
"人參",1
"人喊",1
"人給",1
"人會",3
"人當",1
"人認",4
"人數",1
"人選",32
"人講",1
"八年",4
"八至",1
"力守",1
"力量",9
"力邀",1
"十七日",1
"十二月",2
"十三次",1
"十六",1
"十六個",1
"十分",2
"十個",1
"又問",1
"三人",1
"三十三",1
"三十日",1
"三千",1
"三不五時",2
"三方",1
"三月",2
"三月份",1
"三年",4
"三位",2
"三個",1
"三國演義",1
"三奪",1
"上升時",1
"上午",11
"上半年",1
"上市公司",1
"上任",2
"上次",2
"上東",1
"上面",1
"上班",2
"下一代",1
"下午",6
"下文",1
"下旬",1
"下來",3
"下屆",5
"下滑",1
"下輩子",1
"下戰",1
"千票",1
"口味",1
"口號",1
"土地",62
"士林",1
"士氣",3
"大多數",1
"大安",1
"大老",2
"大位",1
"大局",1
"大於",2
"大門",2
"大洲",2
"大約",2
"大家",14
"大振",1
"大破大立",1
"大幅",2
"大會",2
"大概",2
"大路",2
"大運",1
"大增",1
"大樓",1
"大器",2
"大選",5
"女性",1
"寸土必爭",1
"小平",4
"小平嗆",1
"小看",1
"小英",1
"小時",2
"小強",1
"小組",5
"小聖",2
"小雞",1
"川普",1
"工作",5
"工程",2
"工會",2
"已公",1
"已決",1
"已定",1
"已掛",1
"已接",1
"已經",15
"才能",10
"不了",3
"不力",1
"不大",1
"不小",2
"不介意",2
"不分",2
"不太好",3
"不少",7
"不以",5
"不以己",5
"不用",4
"不用說",1
"不同",2
"不如",1
"不利",2
"不見",1
"不足",1
"不來",1
"不到",5
"不受",1
"不怕",1
"不明",1
"不明朗",1
"不急",1
