"Var1","Freq"
"一一",7
"一九九七年",1
"一九九八年",1
"一九九四年",1
"一二",2
"一人",8
"一八",8
"一下",26
"一下子成",1
"一千一百",1
"一千零六",1
"一口",1
"一口氣",5
"一大",3
"一大早",1
"一大堆",2
"一大截",1
"一公托",2
"一切",22
"一反",1
"一天",11
"一心一德",1
"一方",6
"一方面",4
"一日",11
"一比",1
"一片",4
"一出",2
"一半",3
"一句",3
"一旦",21
"一本",1
"一本初衷",1
"一生",2
"一件",4
"一任",4
"一份",7
"一休",1
"一再",1
"一再強調",3
"一同",8
"一名",4
"一向",4
"一回",1
"一如",1
"一字排開",1
"一年",8
"一成",22
"一早",4
"一次",41
"一次次",1
"一百七十",1
"一百萬",1
"一至",1
"一行",3
"一位",15
"一局",5
"一弄",1
"一役將",1
"一改",1
"一束花",1
"一步",15
"一步步",1
"一步棋",1
"一決",1
"一系列",1
"一身輕",1
"一事",11
"一事無成",1
"一些",19
"一併",3
"一來",1
"一來一往",2
"一例",1
"一兩個",1
"一刻",1
"一味",4
"一坪",1
"一坪換",1
"一定",103
"一屆",7
"一招",1
"一杯",1
"一版",1
"一直",37
"一股",5
"一則",1
"一封",1
"一度",6
"一待",1
"一律",1
"一段",5
"一段時間",3
"一看",2
"一致",11
"一面",3
"一個",108
"一個一個把",3
"一個月",4
"一個多月",2
"一個個",2
"一員",1
"一套",2
"一家",3
"一家親",75
"一席",3
"一席之地",1
"一席話",1
"一座",2
"一旁",8
"一時",9
"一校",3
"一根",1
"一桌",1
"一級",1
"一般",7
"一草一木",1
"一起",67
"一退",2
"一陣",1
"一陣子",1
"一高",2
"一副",1
"一唱演",1
"一堆",3
"一張",6
"一推",1
"一條",2
"一條龍",1
"一眼",1
"一組",2
"一途",1
"一連串",2
"一部分",6
"一場",36
"一幅",1
"一廂情願",1
"一揮",2
"一無所知",2
"一番",2
"一等",2
"一詞",4
"一項",1
"一嗎",1
"一塊",5
"一塌糊塗",1
"一搏",2
"一群",1
"一腳",4
"一萬五千",1
"一落千丈",1
"一試",1
"一路",9
"一較高下",1
"一遍",1
"一道",1
"一頓",1
"一團",1
"一對一",2
"一種",12
"一窩蜂",1
"一端",1
"一語",1
"一說",1
"一齊",1
"一劍",2
"一樣",52
"一盤",2
"一線",1
"一談",4
"一輩",1
"一鄰",1
"一戰",3
"一整天",1
"一錯再錯",1
"一臂之力",1
"一舉",1
"一顆",1
"一點",19
"一職",7
"一黨",1
"一黨獨大",3
"一齣戲",2
"乙組",1
"丁丁",11
"丁已",1
"丁才",2
"丁先生",3
"丁守",1
"丁守中",1301
"丁侯",1
"丁保柯",3
"丁柯",2
"丁柯之爭",1
"丁要",2
"丁能",1
"丁當",2
"丁認",2
"丁說",5
"丁遠超",1
"丁營",1
"丁獲",1
"丁還",2
"七十萬",1
"七分",1
"七年",1
"七成",12
"七至",1
"七夜",3
"七星",1
"七擁丁",2
"七點",1
"乃至",1
"乃至於",1
"九二",7
"九五",1
"九日",1
"九成",4
"九降",4
"九個",1
"九會",2
"九歲",1
"九萬",1
"了二",1
"了然",1
"了結",1
"了嗎",2
"了解",63
"了點",1
"二人",1
"二人組",2
"二十九日",1
"二十分鐘",1
"二十四年",2
"二十年",1
"二十幾年",1
"二千年",1
"二分法",1
"二日",5
"二月",1
"二合一",4
"二年",3
"二成",11
"二次",1
"二百",1
"二百一十",1
"二至",1
"二來",1
"二到",2
"二屆",1
"二則",1
"二氧化硫",1
"二組",1
"二期",1
"二遊",1
"二戰",1
"人一",1
"人人",1
"人力",3
"人口",3
"人士",117
"人才",7
"人才流失",1
"人才濟濟",1
"人不信",1
"人之姿",2
"人分",1
"人太",1
"人心",1
"人心思變",1
"人民",29
"人生目標",1
"人向",1
"人住",1
"人別",1
"人均",2
"人身攻擊",1
"人事",3
"人事安排",1
"人事室",1
"人來",5
"人招",1
"人物",34
"人非聖賢",2
"人侯友",10
"人則",1
"人品",3
"人活",1
"人要",3
"人員",4
"人家",11
"人格",1
"人格特質",1
"人氣",30
"人脈",2
"人馬",2
"人問",2
"人將",1
"人情之常",1
"人情世故",1
"人喊",1
"人提",1
"人渣",2
"人開過",1
"人會",1
"人當",2
"人裡面",1
"人話",1
"人稱",1
"人管",5
"人認",6
"人數",3
"人潮",2
"人談",1
"人擇",1
"人選",488
"人戴著",1
"人謝",4
"人還",1
"人饒",1
"人權",2
"入口",1
"入主",1
"入黨",3
"八二",2
"八天",3
"八方",1
"八月",1
"八田",12
"八田修",3
"八年",4
"八年級",3
"八成",4
"八道",1
"八德",3
"力求",2
"力促",1
"力度",1
"力拼",2
"力挺",16
"力時",2
"力強",1
"力量",68
"十七個",3
"十九",3
"十九日",1
"十九個",1
"十二日",1
"十八個",2
"十五",2
"十五位",1
"十五萬",1
"十六",2
"十六日",1
"十六點九",1
"十分",3
"十天",1
"十多年",2
"十多位",1
"十年",3
"十年磨一劍",1
"十足",2
"十足把握",1
"十個",1
"十拿九穩",1
"十時",1
"十點",2
"卜敏正",1
"又問",2
"丈夫",1
"三七",1
"三人",11
"三人組",2
"三十日",1
"三十年",1
"三千",1
"三大",1
"三小",1
"三元",4
"三分",3
"三天",3
"三方",11
"三日",1
"三立",1
"三任",1
"三名",2
"三年",8
"三成",37
"三百萬",1
"三位",12
"三角",10
"三角形",2
"三足鼎立",17
"三來",1
"三官",1
"三股",1
"三前",1
"三重",9
"三重市",1
"三個",6
"三家",1
"三國",7
"三國鼎立",1
"三國演義",8
"三強",48
"三敗",2
"三組",1
"三期",3
"三腳",1
"三號",1
"三跤",1
"三路",1
"三種",2
"三線",1
"三輪",1
"三選",1
"三館",2
"三環",1
"三聲",1
"三點",2
"上下",1
"上工",6
"上升",3
"上午",130
"上去",1
"上台",9
"上市",1
"上用",1
"上任",9
"上次",12
"上周",5
"上周二",3
"上周三",2
"上周四",1
"上屆",28
"上前",3
"上要",2
"上述",4
"上面",3
"上個",1
"上海",11
"上海市",1
"上班",5
"上班族",1
"上能",2
"上陣",1
"上將",3
"上梁",5
"上場",1
"上揚",2
"上週",4
"上傳",1
"上勤",1
"上當",2
"上萬個",1
"上槓",1
"上演",2
"上網",1
"上樑",2
"上學",1
"上講",1
"上壘",1
"下一波",1
"下一階段",1
"下下策",2
"下午",50
"下方",1
"下水道",2
"下去",13
"下台",7
"下任",3
"下列",3
"下向",1
"下旬",6
"下至",1
"下來",7
"下周",12
"下定決心",1
"下屆",3
"下星期",1
"下降",5
"下限",1
"下面",1
"下修",1
"下高雄",1
"下週",2
"下鄉",1
"下會",1
"下滑",8
"下跪",2
"下過",2
"下廚",2
"下標",1
"下戰",1
"下錯",2
"下禮拜",2
"久居",1
"亡羊補牢",4
"千呼萬喚",1
"千秋萬世",1
"千家",1
"千萬別",1
"口中",4
"口水",2
"口出",1
"口吃",1
"口舌",1
"口氣",2
"口感",1
"口碑",2
"口號",2
"口頭",1
"土地",2
"土地公",1
"土城",4
"土壤",3
"士東",4
"士林",20
"士林區",2
"士氣",4
"士紳",1
"大人",1
"大力",2
"大力支持",1
"大大",2
"大小",2
"大中小",1
"大公無私",5
"大方",1
"大方向",4
"大台北",5
"大打",1
"大本營",1
"大同",2
"大同區",2
"大多",8
"大多數",2
"大好",2
"大好人",1
"大安",21
"大老",8
"大位",4
"大局",3
"大忌",2
"大批",4
"大事",2
"大使",2
"大到",2
"大受",1
"大受歡迎",1
"大抵",2
"大拇指",1
"大放厥詞",1
"大於",5
"大法官",7
"大門口",1
"大雨",1
"大非",1
"大前題",1
"大型",3
"大帝",1
"大洲",72
"大禹",1
"大約",6
"大致",1
"大家",124
"大家庭",1
"大師級",1
"大振",1
"大神",1
"大笑",2
"大逆轉",5
"大將",1
"大敗",4
"大異其趣",1
"大眾",7
"大票",1
"大規模",3
"大部分",2
"大陸",21
"大勝",8
"大喊",3
"大幅",8
"大幅度",1
"大街小巷",4
"大費周章",2
"大跌",1
"大量",7
"大開",1
"大飯店",1
"大亂",1
"大傷",1
"大意",2
"大會",11
"大概",1
"大肆",1
"大跳抖",1
"大運",2
"大運會",2
"大道",1
"大團結",9
"大夢",3
"大餅",1
"大嘴巴",1
"大增",6
"大樓",2
"大談",1
"大學",41
"大學生",4
"大學城",1
"大學校長",8
"大學校園",1
"大學排名",1
"大戰",2
"大輸",4
"大選",26
"大錯",4
"大頭",1
"大聲",1
"大聲疾呼",1
"大膽",3
"大賽",1
"大轉彎",1
"大贏",2
"大黨",3
"大體",2
"大觀",8
"女力",1
"女生",1
"女同學",1
"女兒",1
"女性",7
"女超人",1
"女權",1
"子才",1
"子弟兵",9
"子哲",1
"子孫",2
"孑孓",1
"小刀",1
"小三",1
"小丑",1
"小心",2
"小心謹慎",1
"小平",29
"小平則",1
"小平認",1
"小白兔",2
"小米",1
"小事",1
"小朋友",2
"小物",1
"小孩",2
"小看",1
"小英",6
"小時",8
"小馬哥",2
"小組",4
"小組長",10
"小組會議",1
"小勝",5
"小幅",1
"小綠",1
"小編",4
"小螞蟻",1
"小輸",2
"小雞",19
"小額",1
"小覷",4
"小轎車",1
"小黨",2
"山手線",1
"山雨欲來",2
"山城",1
"山區",21
"川金會",2
"川普",1
"工作",40
"工作者",2
"工作崗位",1
"工具",3
"工時",2
"工程",8
"工會",4
"工業",1
"已久",1
"已不若",1
"已向",1
"已成",4
"已成定局",4
"已死",1
"已決",1
"已到",1
"已延",1
"已於",1
"已近",2
"已非",1
"已侯友",1
"已故",1
"已重",1
"已缺",1
"已朝",2
"已登板",1
"已登記",1
"已經",88
"已達",1
"已達近",1
"已獲",1
"已讀",1
"干預",2
"才剛",3
"才能",28
"才講",1
"不一",1
"不了",6
"不力",4
"不下",1
"不久",2
"不久前",1
"不大",7
"不小",4
"不已",1
"不予置評",1
"不公",3
"不分",2
"不分彼此",1
"不太",5
"不太可能",5
"不少",31
"不止",1
"不乏",1
"不以",2
"不出",1
"不出所料",2
"不可",9
"不可同日而語",2
"不可否認",1
"不平",1
"不必",17
"不用",14
"不用說",1
"不亦樂乎",1
"不再",39
"不合",3
"不同",45
"不回",1
"不因",1
"不多",3
"不好",10
"不好意思",1
"不如",14
"不如說",1
"不存",2
"不成",3
"不成比例",1
"不老",1
"不自提",2
"不至於",1
"不行",2
"不克",3
"不利",11
"不利因素",2
"不利於",1
"不妙",1
"不妨",1
"不見",5
"不見得",3
"不言而喻",1
"不足",8
"不足之處",2
"不佳",2
"不到",22
"不受",2
"不定",1
"不幸",3
"不怕",1
"不怕困難",1
"不明",2
"不明朗",2
"不易",4
"不知",10
"不知凡幾",1
"不知情",1
"不肯",2
"不便",2
"不信",1
"不待",1
"不急",1
"不按牌理",2
"不派",2
"不相",2
"不相上下",5
"不約而同",4
"不致",2
"不要",82
"不要緊",1
"不負責任",2
"不修",1
"不值錢",1
"不容",3
"不差",2
"不弱",1
"不悅",2
"不振",1
"不料",4
"不能",59
"不能不",2
"不高",3
"不偏不倚",1
"不停",2
"不動產",3
"不夠",9
"不強",2
"不得",4
"不得了",3
"不得不",9
"不惜",1
"不棄",1
"不深",1
"不爽",7
"不符",1
"不統",1
"不脛而走",1
"不規則",1
"不許",1
"不通",1
"不勞",2
"不堪",1
"不堪設想",1
"不敢",28
"不敢當",1
"不景氣",1
"不曾",2
"不無",2
"不然",12
"不發",1
"不買",1
"不買賬",1
"不須",1
"不僅",21
"不僅如此",2
"不想",3
"不愛台",1
"不慎",3
"不會",138
"不準",1
"不當",4
"不義",1
"不該",4
"不過",112
"不像",4
"不像話",1
"不滿",32
"不算",5
"不管",36
"不綠",1
"不需",2
"不齊",1
"不撒",1
"不敵",1
"不論",21
"不適",2
"不齒",1
"不懈",1
"不擇手段",1
"不獨",1
"不輸",1
"不輸給",2
"不選",2
"不選黨",2
"不錯",12
"不應",1
"不濟",2
"不斷",28
"不禮貌",1
"不藍不綠",4
"不離",1
"不識貨",1
"不辭",1
"不難看出",1
"不願",17
"不顧",1
"不變",11
"不讓",17
"中下旬",1
"中山",2
"中山大學",3
"中午",21
"中心",12
"中心思想",4
"中方",1
"中以",1
"中右",2
"中央",61
"中央委員",17
"中央社",7
"中央政府",8
"中央銀行",1
"中央黨",2
"中央黨部",23
"中未",1
"中正",14
"中生代",1
"中立",4
"中共",6
"中旬",5
"中到",1
"中性",1
"中所",1
"中林",2
"中油",4
"中青",1
"中前",3
"中型",1
"中段",1
"中研",2
"中研院",3
"中時",1
"中能",1
"中高",1
"中國",49
"中將",1
"中常會",29
"中捷",3
"中規中矩",2
"中途",1
"中部",1
"中曾",1
"中等學校",4
"中華民國",12
"中華民族",1
"中間",62
"中傷",1
"中道",3
"中彰",2
"中箭落馬",1
"中調",1
"中談",1
"中學",4
"中擇",4
"中橫",5
"中興新村",8
"之一",19
"之力",2
"之下",13
"之久",1
"之口",1
"之中",3
"之內",2
"之外",1
"之民眾",1
"之作",1
"之別",1
"之妙",1
"之局",2
"之私",1
"之邦",1
"之事",3
"之命",2
"之所以",3
"之於",1
"之爭",7
"之冠",1
"之前",28
"之姿",5
"之後",37
"之恨",1
"之首",2
"之旅",3
"之務",1
"之患",1
"之現",2
"之處",1
"之握",2
"之著眼",1
"之間",22
"之勢",1
"之路",15
"之漢",1
"之福",3
"之稱",1
"之說",2
"之瘤",2
"之餘",1
"之戰",12
"之邀",2
"予以",6
"互不",3
"互比",3
"互比式",2
"互打",2
"互相",24
"互相合作",5
"互動",19
"互通",2
"互想",1
"互槓",1
"五七",1
"五二",1
"五十",1
"五十多名",1
"五十歲",1
"五千",2
"五大",6
"五五波",12
"五月",20
"五四",2
"五四運動",14
"五成",7
"五位",1
"五到",1
"五度",7
"五洞",1
"五個",1
"五席",1
"五挺柯",2
"五無",2
"五環",2
"什麼",81
"什麼樣",3
"仇人",1
"今天",192
"今天上午",34
"今天下午",14
"今日",16
"今以",2
"今年",48
"今年年底",2
"今年初",2
