"Var1","Freq"
"一人",1
"一八",1
"一下",3
"一千元",1
"一元",1
"一切",64
"一天",1
"一天到晚",1
"一方",1
"一方面",1
"一日",1
"一毛錢",2
"一半",2
"一句",1
"一件",1
"一份",1
"一再",1
"一同",2
"一名",2
"一年",1
"一早",1
"一次",4
"一位",5
"一步",1
"一事",4
"一些",2
"一併",2
"一坪",1
"一坪換",3
"一坪還",2
"一定",23
"一枝獨秀",1
"一直",12
"一空",3
"一股",2
"一度",1
"一致",3
"一個",15
"一員",2
"一家親",10
"一座",2
"一桌",1
"一起",13
"一國",1
"一處",1
"一場",1
"一視同仁",1
"一間",1
"一會兒",2
"一路",3
"一對一",1
"一種",1
"一模一樣",2
"一樣",9
"一擁而上",1
"一點",3
"一邊",3
"丁守中",36
"丁兩人",1
"丁則",1
"丁還",1
"七十八",2
"七十六",1
"七十萬",1
"七成",1
"九個",1
"了解",2
"二二",1
"二二八",25
"二十八",1
"二十六",1
"二十四",1
"二十四日",1
"二月",1
"二四",1
"人力",1
"人口",2
"人士",2
"人之常情",1
"人心",1
"人民",5
"人生",1
"人多",1
"人如",1
"人來",1
"人物",5
"人活",1
"人要",1
"人員",3
"人家",3
"人氣",5
"人站",1
"人馬",1
"人情世故",1
"人間",1
"人認",2
"人數",1
"人潮",2
"人選",28
"入口",1
"入鏡",2
"入黨",1
"八年",1
"八成",1
"八點",1
"力量",5
"力勸",1
"十一",2
"十一月",2
"十三名",2
"十五年",1
"十六",1
"十六日",2
"十分鐘",4
"十犬十美",1
"三人",5
"三大",2
"三方",1
"三日",3
"三月",3
"三市",1
"三立",3
"三足鼎立",5
"三個",4
"三國",3
"三崇宮",2
"三強",3
"三讀",1
"上下",1
"上山",1
"上升",1
"上午",13
"上台",1
"上任",1
"上次",1
"上個月",1
"上海",1
"上班",1
"上週",2
"上會",1
"上路",1
"上電台",1
"下午",10
"下令",1
"下台",4
"下次",1
"下車",1
"下約",1
"下降",2
"千則",1
"千萬",1
"千萬元",1
"口號",1
"土木",2
"土地",63
"土耳其",7
"土耳其政府",1
"土耳起",1
"士林",1
"士氣",2
"大同",2
"大同區",5
"大安",1
"大年",1
"大年初一",3
"大年初二",7
"大年初三",2
"大位",1
"大批",1
"大於",1
"大約",1
"大家",24
"大陸",1
"大勝",1
"大喊",1
"大幅",2
"大量",1
"大概",1
"大運",2
"大增",1
"大廠",1
"大樓",1
"大學",2
"大學校長",1
"大橋",1
"大選",6
"大龍峒",3
"大聲",1
"大膽",1
"女人",1
"女性",2
"子弟兵",2
"小女孩",1
"小平",2
"小姐",1
"小朋友",1
"小孩",1
"小英",6
"小組",2
"小幅",1
"小資",1
"小雞",1
"小黨",3
"山口",1
"山水",1
"山區",2
"川普",1
"川普喊",1
"工作",3
"工作崗位",1
"工具",1
"工商",1
"已卅五",1
"已於",3
"已經",11
"干預",5
"干擾",1
"才能",1
"才經",1
"不大",1
"不分",2
"不少",2
"不可",1
"不可思議",1
"不必",5
"不民眾",1
"不生",2
"不用",9
"不再",1
"不合",2
"不同",10
"不同於",1
"不多",1
"不好",1
"不自提",2
"不妥",2
"不忘本",1
"不見蹤影",1
"不足",2
"不到",3
"不受",1
"不怯",2
"不明",2
"不知",1
"不便",1
"不急",1
"不相",3
"不看",1
"不要",26
"不准",1
"不差",1
"不挺柯",4
"不料",1
"不能",13
"不偏不倚",1
"不動",1
"不夠",2
"不婚",2
"不惜",1
"不勝",1
"不敢",2
"不然",2
"不僅",2
"不想",2
"不會",22
"不當",1
"不虞匱乏",1
"不過",11
"不滿",6
"不管",4
"不認",1
"不遠",1
"不論",1
"不應",2
"不斷",3
"不願",2
"中小企業",1
"中山",1
"中心",2
"中央",11
"中央公園",1
"中央社",2
"中央黨部",2
"中正",3
"中東地區",1
"中科院",7
"中案",1
"中國",135
"中將",1
"中常會",1
"中間",4
"中稱",1
"中樞",2
"中興大學",2
"中獲",1
"中繼",1
"之力",1
"之下",1
"之友",3
"之所以",2
"之於法",1
"之前",5
"之後",1
"之旅",2
"之間",2
"之虞",2
"之路",2
"予以",1
"互動",9
"互道",1
"五大",2
"五月",1
"五成",1
"什麼",16
"今天",28
"今天下午",4
"今日",8
"今同",1
"今年",20
"今年年底",1
"今早",7
"今車潮",1
"今到",1
"今恐",1
"今高",1
"今晚",3
"今發布",1
"今還",1
"介入",1
"介紹",2
"仍能",1
"仍會",3
"元氣大傷",1
"內政",4
"內政部",1
"內容",2
"內現",1
"內規",1
"內部",2
"公尺",6
"公司",4
"公布",13
"公平",3
"公平性",1
"公民",2
"公投法",2
"公里",2
"公益活動",2
"公務",1
"公眾",1
"公開",6
"公開場合",1
"公園",1
"公會",3
"公署",1
"公辦",1
"六十六",1
"六天",1
"六年",2
"六百",4
"六點半",1
"分子",1
"分別",5
"分析",4
"分流",1
"分區",1
"分散",1
"分裂",6
"分道揚鑣",1
"分擔",1
"分鐘",1
"切磋",3
"勿忘",1
"化身",1
"升至",1
"友善",1
"反之",1
"反正",1
"反而",2
"反思",2
"反映",4
"反省",1
"反問",2
"反對",2
"反酸",3
"反應",1
"反擊",1
"反觀",1
"天內",1
"天后",3
"天災",1
"天府",1
"天後去",1
"天氣",4
"天馬",1
"天顯",2
"太多",6
"太急",1
"太慢",2
"太遠",1
"太寵",1
"夫人",3
"夫婦",1
"孔炤則",1
"少數",1
"少數幾個",1
"尤其",3
"幻想",2
"廿九日",62
"廿二",1
"廿四日",1
"廿多桌",1
"引起",1
"引發",2
"引爆",1
"心力",1
"心則",1
"心情",2
"心臟",1
"手機",1
"支持",67
"支持者",25
"支持率",3
"支撐",2
"文山",1
"文化",3
"文化部長",1
"文化部門",1
"文化遺產",1
"文本",1
"文明",1
"文學",1
"文臉",1
"方向",2
"方式",9
"方法",1
"方面",4
"方賓照",3
"日以",1
"日本",15
"日本政府",2
"日本首相",1
"日至",4
"日前",16
"日後",3
"月初",1
"比不上",1
"比利時",3
"比起",1
"比較",3
"水準",1
"牛步化",1
"犬勝",1
"王子",1
"王定",1
"王定宇",5
"王映",1
"王炳",1
